バージョン,タイトル,ジャンル,アーティスト,プレー回数,NORMAL 難易度,NORMAL EXスコア,NORMAL PGreat,NORMAL Great,NORMAL ミスカウント,NORMAL クリアタイプ,NORMAL DJ LEVEL,HYPER 難易度,HYPER EXスコア,HYPER PGreat,HYPER Great,HYPER ミスカウント,HYPER クリアタイプ,HYPER DJ LEVEL,ANOTHER 難易度,ANOTHER EXスコア,ANOTHER PGreat,ANOTHER Great,ANOTHER ミスカウント,ANOTHER クリアタイプ,ANOTHER DJ LEVEL,最終プレー日時
9th style,I Was The One (80's EUROBEAT STYLE),EUROBEAT,good-cool Remixed by NAOKI,0,4,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,7,0,0,0,---,HARD CLEAR,---,2018-11-08 23:21
9th style,Karma,DRUM'N'BASS,TaQ,0,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,ASSIST CLEAR,---,10,0,0,0,---,EX HARD CLEAR,---,2018-11-08 23:21
9th style,Let The Snow Paint Me -Y&Co. Remix-,TRANCE,Sana Remixed by Y&Co.,0,5,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
9th style,lights,SOUL,flare,0,3,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,8,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
9th style,LOVE SHINE,J-HAPPY HARDCORE,小坂りゆ,1,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,10,2056,1011,34,0,FULLCOMBO CLEAR,AAA,2019-07-24 19:18
9th style,lower world,TECHNO,D.J.SETUP,0,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
9th style,MARIA (I believe... ),EUROBEAT,NAOKI feat.PAULA TERRY,0,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,9,0,0,0,---,HARD CLEAR,---,2018-11-08 23:21
9th style,moon_child,POST ROCK,少年ラジオ,4,5,0,0,0,---,NO PLAY,---,10,0,0,0,---,EX HARD CLEAR,---,12,2452,1167,118,1,FULLCOMBO CLEAR,AAA,2019-09-07 21:54
9th style,one or eight,HARDCORE RAVE,sampling masters AYA,1,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,2159,999,161,8,EX HARD CLEAR,AAA,2019-09-21 23:05
9th style,quasar,TRANCE,OutPhase,3,6,0,0,0,---,FULLCOMBO CLEAR,---,9,0,0,0,---,ASSIST CLEAR,---,11,2264,1103,58,0,FULLCOMBO CLEAR,AAA,2019-08-24 23:10
9th style,Quickening,PSYCHEDELIC,dj TAKA,0,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,ASSIST CLEAR,---,10,0,0,0,---,NO PLAY,---,2018-11-08 23:21
9th style,Really Love,R&B,大部真由美,0,4,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
9th style,RISLIM -Remix-,ELECTRO 2 STEP,ric Remixed by Hisashi Nawata,2,4,0,0,0,---,NO PLAY,---,6,0,0,0,---,CLEAR,---,11,1843,890,63,1,FULLCOMBO CLEAR,AAA,2019-02-16 22:52
9th style,Silvia Drive,HAPPY HANDBAG,dj TAKA feat.Noria,0,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,ASSIST CLEAR,---,9,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
9th style,SNOW,DRUM'N'BASS,RAM,0,5,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,HARD CLEAR,---,2018-11-08 23:21
9th style,STAR FIELD,TRANCE,SADA,0,3,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,2018-11-08 23:21
9th style,Sweet Sweet Magic,HAPPY HARDCORE,jun,0,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,EX HARD CLEAR,---,2018-11-08 23:21
9th style,SWEETEST SAVAGE,HIP HOP,ASLETICS,0,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,11,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
9th style,真夏の花・真夏の夢,HOUSE,Sana,0,4,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
10th style,1st Samurai,お江戸テクノ,sampling masters MEGA,0,5,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,11,0,0,0,---,EX HARD CLEAR,---,2018-11-08 23:21
10th style,ALIEN TEMPLE,PSYCHEDELIC TRANCE,PINK PONG,0,5,0,0,0,---,NO PLAY,---,7,0,0,0,---,HARD CLEAR,---,8,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
10th style,ASTRAL VOYAGE,DREAM TECHNO,EeL,1,5,0,0,0,---,NO PLAY,---,6,0,0,0,---,CLEAR,---,9,1901,932,37,2,FULLCOMBO CLEAR,AAA,2019-07-29 20:29
10th style,BABY LOVE,ITALO POP,Noria,0,6,0,0,0,---,NO PLAY,---,7,0,0,0,---,ASSIST CLEAR,---,10,0,0,0,---,EX HARD CLEAR,---,2018-11-08 23:21
10th style,Back Into The Light,2STEP POP TRANCE,Sota Fujimori,1,6,0,0,0,---,NO PLAY,---,7,0,0,0,---,FULLCOMBO CLEAR,---,10,2137,1051,35,0,FULLCOMBO CLEAR,AAA,2019-08-22 19:50
10th style,Boundary,ROCOCO TEK,SPARKER,0,4,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,9,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
10th style,CARRY ON NIGHT (English version),EUROBEAT,platoniX (EURO style),0,5,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,9,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
10th style,Daisuke,EUROBEAT,Y&Co.,0,6,0,0,0,---,FULLCOMBO CLEAR,---,8,0,0,0,---,CLEAR,---,10,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
10th style,Debtty Daddy,ETHNO HARDCORE,sampling masters AYA,2,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,ASSIST CLEAR,---,11,2637,1269,99,2,FULLCOMBO CLEAR,AAA,2019-05-01 15:25
10th style,desolation,PIANO BALLADE,Mr.T,1,2,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,5,752,367,18,0,FULLCOMBO CLEAR,AAA,2019-06-06 22:17
10th style,DoLL,HYPER J-POP FOUR,ＴЁЯＲＡ,0,5,0,0,0,---,NO PLAY,---,6,0,0,0,---,CLEAR,---,7,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
10th style,EXE,ELECTROSHOCK,Mr.T,0,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,FULLCOMBO CLEAR,---,10,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
10th style,Feedback,BREAK BEATS,Audio Highs,0,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,EX HARD CLEAR,---,2018-11-08 23:21
10th style,FEEL IT,DRUM'N'BASS,RAM,0,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
10th style,Freezing atmosphere,NATURAL SOUND,Twin AmadeuS,0,4,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
10th style,GHOST REVIVAL,GOA TRANCE,L.E.D.,0,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,10,0,0,0,---,EX HARD CLEAR,---,2018-11-08 23:21
10th style,GRADIUS -FULL SPEED-,GAME MUSIC,Mr.T,2,4,728,348,32,0,FULLCOMBO CLEAR,AAA,8,0,0,0,---,CLEAR,---,10,2012,957,98,9,FULLCOMBO CLEAR,AAA,2019-07-24 19:08
10th style,HIGH,RAVE,RAM,0,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,9,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
10th style,Innocent Walls,TECHNO,TaQ,6,8,0,0,0,---,NO PLAY,---,12,2406,1138,130,12,EX HARD CLEAR,AAA,12,2690,1265,160,6,EX HARD CLEAR,AAA,2019-07-31 21:12
10th style,Love Is Eternity,TRANCE,kors k,0,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,CLEAR,---,11,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
10th style,LOW,RAVE,RAM,0,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,9,0,0,0,---,EX HARD CLEAR,---,2018-11-08 23:21
10th style,Lucy,DANCE POP,ELE BLOCK,2,4,0,0,0,---,NO PLAY,---,9,0,0,0,---,CLEAR,---,11,2274,1108,58,1,FULLCOMBO CLEAR,AAA,2019-06-11 20:40
10th style,Narcissus At Oasis,ARTCORE,Ryu☆,0,4,0,0,0,---,NO PLAY,---,10,0,0,0,---,CLEAR,---,10,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
10th style,No.13,PROGRESSIVE BAROQUE,TAKA respect for J.S.B.,0,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,11,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
10th style,One More Lovely,HAPPY,Risk Junk,3,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,CLEAR,---,12,2718,1288,142,2,EX HARD CLEAR,AAA,2019-09-12 21:37
10th style,pandora,TRANCE,dj TAKA feat.Tomomi,0,5,0,0,0,---,FULLCOMBO CLEAR,---,8,0,0,0,---,NO PLAY,---,9,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
10th style,rainbow rainbow,HAPPY HARDCORE,Ryu☆,0,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,HARD CLEAR,---,11,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
10th style,Rise'n Beauty,TRANCE,Sota feat. Cyborg Akemi,0,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
10th style,SHOOTING STAR,J-POP,小坂りゆ,0,7,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,9,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
10th style,SPACE FIGHT,戦艦テクノ,AKIRA YAMAOKA,0,3,0,0,0,---,NO PLAY,---,8,0,0,0,---,ASSIST CLEAR,---,11,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
10th style,システムロマンス,ムートラ(ムードトランス),ヒロシ＆チー子,0,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,8,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
10th style,雪月花,HARD HOUSE,Ryu☆,2,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,HARD CLEAR,---,12,2435,1162,111,4,FULLCOMBO CLEAR,AAA,2019-08-22 20:19
IIDX RED,AA,RENAISSANCE,D.J.Amuro,11,5,0,0,0,---,NO PLAY,---,10,0,0,0,---,EX HARD CLEAR,---,12,3546,1726,94,1,FULLCOMBO CLEAR,AAA,2019-09-22 20:40
IIDX RED,AGEHA,HAPPY HARDCORE,Ryu☆,0,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,9,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
IIDX RED,ANDROMEDA,PSYCHEDELIC GOA TRANCE,Sota Fujimori,0,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,11,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
IIDX RED,Be quiet,HARD DANCE,Ryu☆,1,5,0,0,0,---,FULLCOMBO CLEAR,---,9,0,0,0,---,CLEAR,---,11,2178,1066,46,0,FULLCOMBO CLEAR,AAA,2019-01-19 21:26
IIDX RED,BLOCKS,TRANCE,SPARKER,2,5,0,0,0,---,NO PLAY,---,7,0,0,0,---,CLEAR,---,11,1914,917,80,0,FULLCOMBO CLEAR,AAA,2019-05-10 17:18
IIDX RED,BREATH,ROCOCO TEK,SPARKER,0,6,0,0,0,---,NO PLAY,---,7,0,0,0,---,CLEAR,---,10,0,0,0,---,NO PLAY,---,2018-11-08 23:21
IIDX RED,Click Again,CLICK HOUSE,dj REMO-CON,0,5,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,11,0,0,0,---,EX HARD CLEAR,---,2018-11-08 23:21
IIDX RED,D.A.N.C.E.!,J-POP,DJ Yoshitaka feat.星野奏子,0,3,0,0,0,---,NO PLAY,---,5,0,0,0,---,CLEAR,---,10,0,0,0,---,NO PLAY,---,2018-11-08 23:21
IIDX RED,Don't be afraid myself,J-POP,platoniX with ray.D,0,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,CLEAR,---,10,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
IIDX RED,earth scape,PIANO BALLAD,dj TAKA,2,2,0,0,0,---,NO PLAY,---,5,0,0,0,---,CLEAR,---,7,1245,602,41,0,FULLCOMBO CLEAR,AAA,2019-06-10 20:24
IIDX RED,FAKE TIME,HARD ROCK,dj REMO-CON,4,5,0,0,0,---,NO PLAY,---,11,1707,819,69,13,EX HARD CLEAR,AAA,12,2315,1121,73,17,EX HARD CLEAR,AAA,2019-08-26 22:12
IIDX RED,GENOCIDE,DRUM'N'BASS,dj Killer,0,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,HARD CLEAR,---,11,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
IIDX RED,gigadelic,NUSTYLE GABBA,teranoid feat.MC Natsack,2,9,0,0,0,---,NO PLAY,---,12,2063,963,137,3,FULLCOMBO CLEAR,AAA,12,2422,1137,148,2,FULLCOMBO CLEAR,AAA,2019-09-19 22:51
IIDX RED,HORIZON,HAPPY HARDCORE,LIA,0,5,0,0,0,---,NO PLAY,---,7,0,0,0,---,CLEAR,---,8,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
IIDX RED,KEY,BEAT ROCK,colors,1,6,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,11,2803,1374,55,3,FULLCOMBO CLEAR,AAA,2019-08-26 21:46
IIDX RED,Raspberry Heart(English version),COLORFUL HARDCORE,jun feat. PAULA TERRY,0,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,9,0,0,0,---,NO PLAY,---,2018-11-08 23:21
IIDX RED,RED ZONE,SPEED RAVE,Tatsh&NAOKI,0,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,CLEAR,---,11,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
IIDX RED,RED ZONE†,SPEED RAVE,Tatsh&NAOKI,1,0,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,12,2970,1424,122,4,FULLCOMBO CLEAR,AAA,2019-06-07 21:38
IIDX RED,RESONATE 1794,HARD SONATA,KOHTA,0,5,0,0,0,---,NO PLAY,---,10,0,0,0,---,CLEAR,---,11,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
IIDX RED,Secret of Love,DRUM'N'BASS,D.J.SWAN,0,5,0,0,0,---,NO PLAY,---,7,0,0,0,---,CLEAR,---,11,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
IIDX RED,SPEEDY CAT,EUROBEAT,Y&Co.,0,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,FULLCOMBO CLEAR,---,9,0,0,0,---,CLEAR,---,2018-11-08 23:21
IIDX RED,Sphere,MEDIEVAL CHOIR,Tatsh feat. K.Nayuki,0,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,CLEAR,---,10,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
IIDX RED,spiral galaxy,PSYCHEDELIC TECHNO,D.J.SETUP,0,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,CLEAR,---,11,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
IIDX RED,spiral galaxy†,PSYCHEDELIC TECHNO,D.J.SETUP,1,0,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,12,3664,1762,140,0,FULLCOMBO CLEAR,AAA,2019-05-31 17:20
IIDX RED,The Hope of Tomorrow,CYBORG TRANCE,Sota Fujimori,0,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
IIDX RED,Wonder Bullfighter,NATURAL SOUND,Twin AmadeuS,0,5,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,11,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
IIDX RED,ピアノ協奏曲第１番”蠍火”,DIRGE,virkato,7,5,0,0,0,---,FULLCOMBO CLEAR,---,11,0,0,0,---,FULLCOMBO CLEAR,---,12,2579,1203,173,19,EX HARD CLEAR,AAA,2019-08-08 22:14
IIDX RED,大桟橋,JAPAN,ウッチーズ,0,3,0,0,0,---,NO PLAY,---,6,0,0,0,---,CLEAR,---,9,0,0,0,---,HARD CLEAR,---,2018-11-08 23:21
IIDX RED,太陽～T・A・I・Y・O～,CYBER J-EURO,NAOKI feat.星野奏子,0,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,FULLCOMBO CLEAR,---,9,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
IIDX RED,ＵＬＴｉＭΛＴＥ,HYPER J-POP FIVE,ＴЁЯＲＡ,0,5,0,0,0,---,NO PLAY,---,7,0,0,0,---,CLEAR,---,9,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
HAPPY SKY,100％ minimoo-G,SYNTHETIC PROGRESSIVE ROCK,Sota Fujimori,0,5,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,11,0,0,0,---,EX HARD CLEAR,---,2018-11-08 23:21
HAPPY SKY,Agnus Dei,GOTHIC METAL,あさき,0,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,10,0,0,0,---,ASSIST CLEAR,---,2018-11-08 23:21
HAPPY SKY,alla turca con passione,NATURAL SOUND,Twin AmadeuS,0,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
HAPPY SKY,Aurora,TRANCE CORE,Ryu☆,1,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,HARD CLEAR,---,11,2494,1215,64,0,FULLCOMBO CLEAR,AAA,2019-08-05 19:54
HAPPY SKY,CaptivAte～浄化～,NOSTALISH REQUIEM,A/I,0,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
HAPPY SKY,Catch Me,ACID JAZZ,DJ Yoshitaka feat. ERi,0,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
HAPPY SKY,double thrash,BATTLE2005,414,0,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,10,0,0,0,---,EX HARD CLEAR,---,2018-11-08 23:21
HAPPY SKY,EDEN,HYPER J-POP SIX,ＴЁЯＲＡ,0,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,CLEAR,---,10,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
HAPPY SKY,EMPTY OF THE SKY,E-ROCK,AKIRA YAMAOKA,4,3,0,0,0,---,FULLCOMBO CLEAR,---,5,0,0,0,---,NO PLAY,---,8,1663,821,21,0,FULLCOMBO CLEAR,AAA,2019-05-28 16:18
HAPPY SKY,First Resolution,TECHNO RAVE,good-cool,0,5,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,9,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
HAPPY SKY,garden,SWING WALTZ,青野りえ,0,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,CLEAR,---,10,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
HAPPY SKY,Get'em up to R.A.V.E,RAVE,Disconation,1,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,2243,1090,63,1,HARD CLEAR,AAA,2019-06-07 21:20
HAPPY SKY,HAPPY☆ANGEL,HAPPY HARDCORE,jun with TAHIRIH,0,5,0,0,0,---,CLEAR,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
HAPPY SKY,I am,CYBER J-ROCK,有沢みはる from BeForU,0,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,EX HARD CLEAR,---,2018-11-08 23:21
HAPPY SKY,INAZUMA,TRANCE,dj TAKA,3,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,2671,1304,63,0,FULLCOMBO CLEAR,AAA,2019-08-05 20:08
HAPPY SKY,LESSON 5,HAPPY EXTREME,Risk Junk feat.Erika Mochizuki,0,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,9,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
HAPPY SKY,Little Little Princess,PUNK OPERA,SHRINE 418,0,5,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,11,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
HAPPY SKY,Little Little Princess†,PUNK OPERA,SHRINE 418,1,0,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,12,3705,1768,169,0,FULLCOMBO CLEAR,AAA,2019-06-28 15:01
HAPPY SKY,MOON RACE,FUTURE HOUSE,ELEKTEL,0,5,0,0,0,---,NO PLAY,---,7,0,0,0,---,FULLCOMBO CLEAR,---,9,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
HAPPY SKY,Pink Rose,HEART,Kiyommy+Seiya,2,3,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,1385,678,29,0,FULLCOMBO CLEAR,AAA,2019-02-16 23:06
HAPPY SKY,PLASMA,SYNTHESIZED TECHNO,Sota Fujimori,0,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,9,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
HAPPY SKY,Pollinosis,HARD DANCE,dj REMO-CON,0,4,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,11,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
HAPPY SKY,POODLE,EUROBEAT,Y&Co.,0,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
HAPPY SKY,rage against usual,DIGI-ROCK,dj TAKA feat.Gt.Shintaro,2,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,2795,1329,137,26,EX HARD CLEAR,AAA,2019-04-02 20:14
HAPPY SKY,SCREAM SQUAD,BREAKCORE,CALF,3,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,EX HARD CLEAR,---,12,2011,944,123,1,FULLCOMBO CLEAR,AAA,2019-08-02 22:07
HAPPY SKY,Scripted Connection⇒ A mix,TECHNO,DJ MURASAME,2,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,12,2965,1396,173,1,FULLCOMBO CLEAR,AAA,2019-05-10 17:51
HAPPY SKY,Scripted Connection⇒ H mix,TECHNO,DJ MURASAME,0,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,CLEAR,---,11,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
HAPPY SKY,Scripted Connection⇒ N mix,TECHNO,DJ MURASAME,0,6,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
HAPPY SKY,SigSig,MAKINA,kors k,0,5,0,0,0,---,NO PLAY,---,7,0,0,0,---,CLEAR,---,10,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
HAPPY SKY,Tizona d'El Cid,MPB,TOMOSUKE,1,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,10,2207,1030,147,0,FULLCOMBO CLEAR,AAA,2018-12-16 19:41
HAPPY SKY,Twelfth Style,HAPPY EURO PARADISE,Tatsh&DAYBREAKERS NEXT,0,6,0,0,0,---,NO PLAY,---,7,0,0,0,---,CLEAR,---,10,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
HAPPY SKY,Twelfth Style†,HAPPY EURO PARADISE,Tatsh&DAYBREAKERS NEXT,1,0,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,12,3118,1461,196,5,EX HARD CLEAR,AAA,2019-09-09 20:50
HAPPY SKY,Under the Sky,J-EUROTRANCE,南さやか(BeForU) with platoniX,0,5,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,9,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
HAPPY SKY,vault of heaven,ELECTROSHOCK,Mr.T,0,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
HAPPY SKY,Votum stellarum,ANTHEM TRANCE,iconoclasm,0,4,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
HAPPY SKY,Xepher,MEDIEVAL CHOIR,Tatsh,1,5,0,0,0,---,NO PLAY,---,10,0,0,0,---,HARD CLEAR,---,11,2932,1420,92,3,FULLCOMBO CLEAR,AAA,2019-05-31 17:17
HAPPY SKY,オレはビートマニア！お前は何マニア？,FUNK,DANCE☆MAN,0,7,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,HARD CLEAR,---,2018-11-08 23:21
HAPPY SKY,ヒマワリ,J-HAPPY HARDCORE,小坂りゆ,0,3,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
HAPPY SKY,ラクエン,REGGAE,Chonan Chiharu,0,4,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,11,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
HAPPY SKY,冥,HUMAN SEQUENCER,Amuro vs Killer,30,5,1069,515,39,0,FULLCOMBO CLEAR,AAA,10,0,0,0,---,EX HARD CLEAR,---,12,3638,1710,218,26,HARD CLEAR,AAA,2019-09-09 20:46
HAPPY SKY,合体せよ！ストロングイェーガー！！ (Ryu☆ remix),HARD DANCE,L.E.D./Remixed by Ryu☆,0,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,11,0,0,0,---,FULLCOMBO CLEAR,---,2018-11-08 23:21
